title,year,kdrama_id,director,screenwriter,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,music_score,story_score,acting_cast_score,rewatch_value_score,overall_score,n_helpful
Magic School,2017.0,f65fbb8e2b104114a335dd89c6cae769,Others,['Kim Do Hyun'],16.0,900.0,9/11/2017,10/6/2017,"Monday, Tuesday, Wednesday, Thursday, Friday",jTBC Naver TV Cast,15+ - Teens 15 or older,"Lee Na Ra has been single his whole life and his goal is to live a normal life, Jay is a genius magician, Jun is a medical resident who was adopted to a family in America, and Lee Seong is the youngest doctor in astrophysics. These four men are as different as four people can be and go to magic school for different reasons. One of them wants to tell a girl about his feelings for her, one is chasing after his brother’s dream, one just wants to help people, and one is there to deny the things he can’t understand.These young men are lost in this era, where discussing dreams has become a luxury. They experience things that were least expected and face magical moments hidden in their daily lives.(Source: JTBC)",8026.0,3096.0,6.8,6.8,8.0,4.2,7.0,4.0
While You Were Sleeping,2017.0,abe351071d93444f8c32d0d81c81d12f,"['Oh Choong Hwan', 'Park Soo Jin']",['Park Hye Ryun'],32.0,1800.0,9/27/2017,11/16/2017,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Nam Hong Ju lives with her mother, Yoon Moon Sun, a widow who runs a small restaurant. Since Hong Ju was young, she has had the ability to see events—both good and bad—before they occur. However, she is often unable to do anything about them. Jung Jae Chan, a rookie prosecutor, and his younger brother Seung Won move in across the street from Hong Ju. One day, Jae Chan has a strange dream about an accident involving Hong Ju and Lee Yu Beom, a ruthless attorney who used to be Jae Chan’s tutor. Jae Chan decides to interfere in the course of events and ends up saving the lives of Hong Ju and Han Woo Tak, a young police officer. When Jae Chan, Hong Ju, and Woo Tak then start having dreams about one another, they realize that their lives are now somehow entwined. (Source: Viki) ~~ Two versions available: 32 episodes (TV) | 16 episodes (online)",213.0,11.0,8.8,8.3,8.7,6.8,8.2,54.0
Save Me,2017.0,11df61dc1ae149149f0c161f8cdf62f3,['Kim Sung Soo'],['Jung Yi Do'],16.0,3600.0,8/5/2017,9/24/2017,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Following the failure of her father's business, Sang Mi and her family move to Muji-gun, where they have no friends or relatives. There she meets four young men, Han Sang Hwan, Seok Dong Cheol, Woo Jung Hoon, and Choi Man Hee. When Sang Mi and her family face some trouble, Spiritual Father Baek Jung Ki of Goosunwon offers to help them. However, her family is slowly getting sucked into the pseudo-religious cult, and the four young men try to save her.(Source: MyDramaList)~~ Adapted from the webtoon “Out of the World” by Jo Geum San.",473.0,117.0,7.8,8.5,9.2,6.5,8.6,27.0
Age of Youth Season 2,2017.0,42ec0eb15bb543a7b9307dc22786120a,"['Lee Tae Gon', 'Kim Sang Ho']",['Park Yeon Sun'],14.0,3600.0,8/25/2017,10/7/2017,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Five girls in their 20s share a house called Belle Époque. A year has passed since “Hello, My Twenties 1.” Each of them got a job, went back to school, is still trying to get a boyfriend, or is getting over her first breakup. One day, a new student arrives at the house with a letter she stumbled upon. The letter is filled with curses against one of the girls at Belle Époque.(Source: JTBC)",799.0,304.0,8.9,8.9,8.1,7.9,8.7,7.0
Criminal Minds,2017.0,d91b3cc0cb864e97b4bba60b2dcfa6b0,"['Lee Jeong Hyo', 'Yang Yoon Ho']",['Hong Seung Hyun'],20.0,3600.0,7/26/2017,9/28/2017,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"The drama follows a group of highly trained profilers in the fictional National Criminal Investigation (NCI) team who track down criminals to solve cases. It begins a year after a crucial error results in a bomb detonating at a hospital, killing several SWAT officers and leaving the NCI team leader Kang Ki Hyung's confidence badly shaken. He returns to work after a long break and is immediately drawn into a serial murder case which requires the NCI team to collaborate with the local police agency's Violent Crimes Unit. They meet the temperamental police officer Kim Hyun Joon, who appears to have a bitter grudge against Ki Hyung.(Source: Wikipedia)~~ Remake of the American TV series ""Criminal Minds"" [2005].",3148.0,566.0,7.6,7.1,8.0,5.4,7.6,6.0
Good Manager,2017.0,f844285673a74ab7a4b33dd7a1f66652,"['Lee Jae Hoon', 'Choi Yoon Seok']",['Park Jae Bum'],20.0,3600.0,1/25/2017,3/30/2017,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Can corporate politics turn a bad person into a good person? Kim Sung Ryong is a skilled accountant who works for gangsters. He makes his way into a company called TQ Group as a middle manager in the accounting department with the intention of embezzling money from the company. As he contends with hot-shot accountant Yoon Ha Kyung, financial prodigy Seo Yul and peppy intern Hong Ga Eun, Sung Ryong finds himself embroiled in office politics and notices other shenanigans by those in power that threaten to bring down the company. Sung Ryong slowly comes to realize that he’d rather fight against corporate corruption and fight for employees’ rights than complete the mission he originally came to do. Can he succeed at his new objective against all odds?(Source: KoreanDrama.org)",358.0,284.0,9.4,9.8,9.9,9.4,9.8,32.0
Oh My Grace,2017.0,f56dd68f02c5444db4212cdb1f38dfa6,Others,Others,7.0,480.0,12/8/2017,12/8/2017,Others,Others,Not Yet Rated,"Feeling like the epitome of failure, recent college graduate Grace (Grace Subervi) drunkenly stumbles her way through New York City, making her way to, and eventually into, the Hudson River. Upon awakening, she finds herself in another world — or rather, another country: South Korea.Her troubles only worsen when she literally bumps into Kyung Hwan, a wealthy boutique owner with little patience to spare. Through Kyung Hwan, she meets aspiring K-pop idol, David, where all three come to terms with what it means to pursue their dreams. DramaFever’s first ever original drama series!",9207.0,10446.0,5.0,5.0,5.0,1.0,3.0,1.0
Whisper,2017.0,dbe300d01cab403584d7d1f5e8bcf293,['Lee Myung Woo'],['Park Kyung Soo'],17.0,3600.0,3/27/2017,5/23/2017,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Shin Young Joo is a female detective, a section chief with charisma, although she spends most of her time with petty criminals. She has to pay the debt of her family and often speaks harshly, but inside she has a golden heart. Lee Dong Joon is a righteous elite judge, brilliant in mind, but with a warm heart and he always has a friendly ear for those who are weak. Both work together to solve a case of corruption, involving the greatest law firm of the nation, Taebak, which turns out to be one of the biggest scandals ever.",3801.0,1517.0,6.4,8.2,9.1,5.9,8.2,7.0
"Saimdang, Light’s Diary",2017.0,999e3e6a461a4c2582bdeb9bee53a28f,['Yoon Sang Ho'],['Park Eun Ryeong'],28.0,3600.0,1/26/2017,5/4/2017,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Seo Ji Yoon is an art history lecturer who has devoted the best years of her life to earning her Ph.D. and working under her mentor, department chairman Min Jung Hak, in the hopes of being named a full-time professor at her university.When Jung Hak entrusts Ji Yoon to write the thesis for his find-of-the-century historical painting, “An Gyeon’s Mount Geumgang,” Ji Yoon is ecstatic and finally feels like she is about to earn her professorship. But in a matter of days, her whole world comes crashing down around her.First, her husband, Jung Min Seok, suddenly becomes a fugitive when his company comes under investigation and the Russian Mafia comes after him for dirty money, forcing Ji Yoon, her son, and her mother-in-law, Kim Jung Hee, to be kicked out of their home. Then, Ji Yoon’s career comes to a crashing halt when grad student Han Sang Hyun publicly challenges the authenticity of the Mount Geumgang painting and Ji Yoon does not adequately defend Jung Hak’s reputation.An enraged Jung Hak has Ji Yoon fired and ostracized from the art history community. At the bottom of her life, Ji Yoon discovers the secret diary of Shin Saimdang (1504-1551), a Korean artist, writer, calligraphist, and poet who was the mother of Yi I, one of the two most prominent Korean Confucian scholars during the Joseon Dynasty. The diary sheds new light on the life of Saimdang, her relationship with painter Lee Gyeom, and the Mount Geumgang painting.  With the help of Sang Hyun and her best friend, Go Hye Jung, an antiquities researcher, can Ji Yoon get her life and career back?(Source: Viki)",2714.0,1946.0,8.0,6.8,8.4,4.7,7.3,9.0
Mad Dog,2017.0,bf26febac8bb42d0ad491df290235451,['Hwang Eui Kyung'],['Kim Soo Jin'],16.0,3600.0,10/11/2017,11/30/2017,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Choi Kang Woo, who is a former police and leader of Taeyang Insurance's investigators team, decides to create his own investigation team, after an airplane crash that took the life of his wife and son. He then meets Kim Min Joon, a genius former swindler whose brother was also a victim of the crash, thus begin their rivalry and cooperation.The drama portrays the reality of Korea through diverse insurance crimes that are prevalent in the country. There are the 'copy cats' that imitate and improve the existing crimes, and the 'mad dogs' who catch these bad cats.(Source: Wikipedia, KBS World)",759.0,359.0,8.9,8.8,9.6,7.8,8.8,18.0
The Most Beautiful Goodbye,2017.0,98299ed8d65f4928a0d1749d68ae2918,['Hong Jong Chan'],['Noh Hee Kyung'],4.0,4200.0,12/9/2017,12/17/2017,"Saturday, Sunday",tvN,15+ - Teens 15 or older,An ordinary middle-aged woman has devoted her life to her family. She is diagnosed with terminal cancer and must prepare her goodbye to her family. ,1485.0,3505.0,8.6,8.8,9.2,5.4,8.6,11.0
Man Who Dies to Live,2017.0,ff1d52f9f5954d698f0259a4467f56da,['Go Dong Sun'],['Kim Sun Hee'],24.0,2100.0,7/19/2017,8/24/2017,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"In the late 1970's, Jang Dal Goo went to the Middle East and settled down in the small kingdom. He became Count Saeed Fahd Ali and found success there, but he returns to South Korea to find his daughter. He appears in front his daughter Lee Ji Young and his son-in-law Kang Ho Rim.Lee Ji Young has a positive personality and her dream is to have a happy family and become a writer. Kang Ho Rim has a great looking appearance and works as an ordinary salaryman.",7789.0,6018.0,8.0,9.0,10.0,8.5,9.0,33.0
Sisters-in-Law,2017.0,93859632322745f5a3457fd0a21b0dc6,"['Kim Ji Hyun', 'Lee Jae Jin']",['Oh Sang Hee'],100.0,1800.0,6/5/2017,11/14/2017,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"Geum Byeol and Eun Byeol are twin sisters and have had a bad sibling relationship since they were little girls. Geum Byeol was treated like a princess by their mother while Eun Byeol was neglected and forced to give in to her sister all the time. The sisters had a long, tempestuous relationship but this conflict between them should have ended when they got married. Instead, their marriages took their sibling rivalry to new heights. They later found out that their husbands were sworn enemies. This TV show revolves around unequal childhoods and how two siblings find themselves the daughters-in-law in two feuding families which they try to mediate. These multiple strained relationships between people are portrayed in a lighthearted way as the related parties eventually resolve their issues through forgiveness and love.(Source: MBC America)",4607.0,6021.0,4.0,5.0,5.5,3.0,5.0,1.0
Just Between Lovers,2017.0,d6f69cf509f04e5ba059cb918249b8ef,['Kim Jin Won'],['Yoo Bo Ra'],16.0,4380.0,12/11/2017,1/30/2018,"Monday, Tuesday",jTBC,15+ - Teens 15 or older,"A major accident takes the lives of 48 people. The lives of the survivors, those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever. When he was 15, Lee Gang Doo dreamt of playing for the Korean national soccer team, but the serious injury he incurred destroyed those dreams. In the years following, Gang Doo spends his days fighting through physical and emotional pain, as he struggles to support his sister pay back a hefty debt and live frugally. When she was 15, Ha Moon Soo lived through the accident but is still plagued by nightmares years later. She lives above the women’s bathhouse that her mother runs. She specializes in creating architectural models that are key safety elements in any major building planning processes.Some years later a construction project is due to kick-off at the accident site. It brings back painful memories for Gang Doo, Moon Soo, and all those connected to the tragedy.  While some oppose the project, others become involved in the construction process. As these people cross paths, they help each other to face their trauma and overcome their pain. Together they move forward and find a new will to live and embrace the future.(Source: MyDramaList)",439.0,71.0,9.2,8.9,9.5,8.2,9.1,41.0
Argon,2017.0,6ef4f1d084164399812f90de840f9e0d,['Lee Yoon Jung'],"['Shin Ha Eun', 'Jeon Yeong Shin']",8.0,4200.0,9/4/2017,9/26/2017,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Kim Baek Jin is a popular anchor, reporter, and leader of investigative reporting program Argon. He does not tolerate unverified reports and requires facts he can personally stand behind. He also demands this standard of journalistic integrity from his team, who often call him ""the Psycho"" behind his back. After Kim Baek Jin's team reports on a story that Argon's broadcast station's higher-ups disapprove of, the program is bumped to the midnight slot and Kim loses of his senior reporter.  Lee Yeon Hwa is a rookie contract reporter who's assigned to the team to replace him, and she works hard as she's always looked up to Kim Baek Jin as a role model from afar. The team at Argon grows through many trials as they struggle to tell true and meaningful news stories that the public needs to hear—all while the broadcast company tries to undermine their goals at every turn.",2073.0,2557.0,7.7,8.3,9.2,6.6,8.4,2.0
Jugglers,2017.0,156c2729cde448df97eb7058db730119,"['Kim Jung Hyun', 'Kang Soo Yeon']",['Jo Yong'],16.0,3780.0,12/4/2017,1/23/2018,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"In this office romantic-comedy drama, a secretary with a passive and obedient personality meets a boss who is completely uninterested in others and has no consideration for them.(Source: KBS World) ",3687.0,726.0,7.1,6.7,8.0,5.7,6.9,7.0
Devil Inspector,2017.0,814c2a795c79402283f2a7330de8e560,Others,Others,9.0,900.0,9/12/2017,9/28/2017,"Tuesday, Wednesday, Thursday",Naver TV Cast,Not Yet Rated,A comedic mystery that follows two genius high schoolers and a female police detective as they solve cases that arise while following the disappearances of the boys’ parents. ,7318.0,3294.0,7.7,7.8,6.9,7.2,7.6,1.0
Shining Na Ra,2017.0,9cbe55e850f34a10afa1ba1d215e138b,Others,Others,12.0,720.0,7/21/2017,8/25/2017,Others,Tooniverse,G - All Ages,"Shining Nara tells the story of a sixth grader named Nara who no longer wants to be a child. One day she finds a makeup kit and decides to use it. As a result, she became a 16 year old girl and disguises herself under the name Bitna to approach her brothers friend who’s training to be an idol only to end up training as an idol herself to be close to him. How will Nara be able to keep her true identity a secret?",49388.0,12314.0,3.0,9.5,7.0,9.5,7.5,3.0
The Package,2017.0,098fee03c2dc4b6dbce0c85dcccc05ef,"['Kim Jin Won', 'Jun Chang Geun']",['Chun Sung Il'],12.0,3600.0,10/13/2017,11/18/2017,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Yoon So So relocates to France with her college boyfriend--despite her parents’ disapproval. A few years later, her boyfriend heartlessly returns to Korea without So So. Then, to remain in France to earn her Ph.D., she works as a tour guide. She leads the “Luxurious Premium Tour Packages: 1 Week in France”.  So So always does her best so that travelers can create great memories together. This show covers one of those tours.This series' particular group was fractious and troublesome despite its small size. The seven tourists included a man who came without his girlfriend, a couple that has been together for 7 years, an older couple comprised of a demanding & complaining husband and his mellow wife, and a man traveling with a younger woman. The group members couldn't be more troublesome -- especially San Ma Roo, the solo male traveler. He fought with his girlfriend 3 days before the trip and then left her behind at the office while he still took a vacation. He is a nuisance from day one when he is trapped in customs. Surprisingly, during the trip, So So learns that Ma Roo just might be her fated lover. (Source: JTBC)",1781.0,789.0,8.6,9.3,9.2,8.9,9.4,14.0
Missing 9,2017.0,d649c36e93684b69831eb31fd9184477,['Ashbun'],['Han Jung Hoon'],16.0,3600.0,1/18/2017,3/9/2017,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"Ra Bong Hee, the only known survivor of a plane crash that was carrying famous entertainment industry figures from the agency she works at, was found on a beach in China 4 months after the crash. Upon returning to Korea, she is put under the spotlight and the public outcries to know what happened to their beloved artists. However, Bong Hee doesn't remember anything about the crash due to memory loss. Nevertheless, she is forced to remember and re-tell the story of the other eight passengers' disappearance to silence the public's tumult.(Source: MyDramaList)",6682.0,612.0,8.4,7.4,9.1,5.1,7.8,10.0
We Are Peaceful Brothers,2017.0,7a887ab712934c90aa406a78303cb109,Others,Others,15.0,300.0,10/20/2017,12/8/2017,"Wednesday, Friday",Naver TV Cast,Not Yet Rated,"This webdrama is a webtoon adaptation with  the same title. Lee Yoon and Lee Sang are two brothers. They live together but they have different personnalities. The older brother, Lee Yoon is a designer and the youngest, Lee Sang is a student. ",2860.0,3381.0,10.0,9.5,10.0,9.0,9.5,5.0
Judge vs. Judge,2017.0,50a275908acc402a8029c12f868eefb1,['Lee Kwang Young'],['Seo In'],32.0,2100.0,11/22/2017,1/11/2018,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,The story of a fiery female judge who fights to prove that her older brother is unjustly jailed on charges of rape and murder. It also explores her relationships with her fellow judges and the cases that they deal with everyday.(Source: Amazon.com)~~ Two versions available: 32 episodes (TV) || 16 episodes (online) ,3500.0,1377.0,6.8,6.8,8.8,5.1,7.4,6.0
Girls' Generation 1979,2017.0,0f03d7216cf148109a4117f54f5d9afa,['Hong Seok Goo'],['Yoon Kyung Ah'],8.0,3600.0,9/11/2017,10/3/2017,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Lee Jung Hee is the second daughter of a family that owns a lingerie factory. She leads a group of teenage girls with whom they have chaotic adventures together. She meets Bae Dong Moon through a group date, and Dong Moon immediately falls for her. However, Jung Hee has a crush on Son Jin, who is a cute-looking senior student at a boys' school and begins to follow him around to draw his attention.Then one day, Park Hye Joo, who is a transfer student from Seoul joins their class and becomes the center of attention, creating jealousy and friction among the heroine and her friends. Despite Jung Hee's attention, Son Jin is attracted to Hye Joo. However, Hye Joo has no romantic feelings for Son Jin as she is interested in Joo Yeong Choon, who is an ex-gangster now turned into a local handyman.It's the story of their growing friendship, as the heroine and the new girl starts to bond despite the initial rivalry. (Source: Wikipedia)",1601.0,1516.0,9.0,9.0,9.2,8.0,9.2,5.0
Andante,2017.0,9141ee9f792348b598ea72b23be71fb5,['Park Gi Ho'],"['Park Sun Ja', 'Kwon Ki Kyung']",16.0,3600.0,9/24/2017,1/7/2018,Sunday,KBS1,15+ - Teens 15 or older,"City-bred high school student Lee Shi Kyung transfers to a school in the countryside. As he overcomes unfamiliar and terrifying experiences, he realizes the true meaning of life and love.(Source: KBS World) ",5941.0,1281.0,6.8,6.2,7.5,4.2,6.7,3.0
Girl’s War,2017.0,d82d551482854344ba579096c59eb68d,Others,Others,14.0,600.0,3/27/2017,3/27/2017,Others,Naver TV Cast Viki,13+ - Teens 13 or older,"How much can your past stand in the way of your future?Jina has always dreamed of becoming a singer in a girl group. But her family’s tough financial situation forced her to give up that dream and instead go to work to support herself. But years later when she is given an opportunity to participate in “Finding New Angel,” a girl group survival competition, Jina is determined to do whatever it takes to win the competition. But who can be exposing the secrets of her past through an app called T-Scope that could derail her chances of winning?(Source: Viki)",55384.0,12144.0,6.0,9.0,8.0,10.0,8.0,1.0
